angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,Star,Nobs,Smin,Smax,Smean,e_Smean,sdS,Wmin,Wmean,Date1,Date2,SName,RAJ2000,DEJ2000,rPos,Bmag,Vmag,ASCC,HIP
0.952784,324.2934242110000,62.3042432832000,0.001,0.001,90,2216212990283242880,324.29382916559,0.0261,62.30473858130,0.0247,6.2686,0.0280,43.714,0.052,115.037,0.048,0,3.43470e+07,6.80132e+03,6.848642,1.52906e+07,1.99137e+04,7.390329,2.65441e+07,4.83387e+04,6.202001,1.188328,-80.31,0.13,4856.38,,,8.87,39.440,HD 206078,3,0.1198,0.1363,0.1294,0.0086,6.62,274.8,286.2,1982-07-20,1982-07-20,HD 206078,324.2932,62.304,A,8.118,7.15,145789,106730
0.126379,324.8696356040000,41.7266770589000,0.001,0.001,0,1966523657783024640,324.86969838320,0.0251,41.72667192748,0.0286,3.4504,0.0360,10.882,0.050,-1.192,0.053,0,2.46621e+07,4.11058e+03,7.208292,1.02173e+07,7.99651e+03,7.828051,2.01435e+07,2.41250e+04,6.501584,1.326467,-18.82,0.14,4611.37,0.2482,0.1058,15.72,100.716,HD 206224,3,0.1044,0.1166,0.1089,0.0067,6.18,206.9,226.7,1982-07-19,1982-07-19,HD 206224,324.8696,41.7267,A,8.714,7.522,441937,
0.052357,324.8772003850000,41.7324145408000,0.001,0.001,0,1966523760862394624,324.87726268684,0.0254,41.73240934740,0.0322,3.5716,0.0381,10.798,0.051,-1.206,0.061,0,9.45436e+06,3.28590e+03,8.249286,4.28133e+06,5.22544e+03,8.772441,7.19652e+06,9.97547e+03,7.619113,1.153328,-18.04,0.20,4967.72,,,7.70,32.551,HD 206225,3,0.1632,0.1682,0.1662,0.0027,1.6,185.9,198.1,1982-07-19,1982-07-19,HD 206225,324.8772,41.7324,A,9.398,8.402,441941,
1.409315,325.6646125370000,-18.8663293604000,0.008,0.008,90,6836557216095979136,325.66528272201,0.3205,-18.86635721614,0.2765,10.8440,0.3860,147.293,0.543,-6.469,0.487,0,3.18958e+08,1.32712e+06,4.429032,1.42758e+08,4.95721e+05,4.964888,2.24191e+08,7.78158e+05,3.885377,1.079512,-2.60,0.18,5025.00,,,14.31,117.657,HD 206453,3,0.109,0.1121,0.1107,0.0016,1.43,1620.7,1643.2,1982-08-15,1982-08-15,HD 206453,325.6642,-18.8663,A,5.613,4.727,1515784,107188
0.750951,326.0466109580000,9.8750178482200,0.001,0.001,0,1765433632573306496,326.04661095801,0.5463,9.87501784822,0.6007,,,,,,,0,3.91104e+09,8.05262e+07,1.707635,5.55427e+08,6.48608e+07,3.489821,1.30461e+09,8.55789e+07,1.973219,1.516602,,,4732.67,,,,,HD 206778,3,0.3221,0.3341,0.3296,0.0065,1.98,7902.8,7944.3,1982-07-25,1982-07-25,HD 206778,326.0464,9.875,A,3.957,2.368,1086686,107315
3.117249,326.0357402980000,28.7426268696000,0.006,0.005,0,1801210568415251072,326.03700237882,0.1724,28.74159780801,0.1493,45.2207,0.2383,257.012,0.350,-239.009,0.388,0,2.78520e+08,7.06415e+05,4.576226,1.57700e+08,1.20207e+06,4.856810,1.61919e+08,1.04612e+06,4.238678,0.618132,,,6406.05,1.0590,0.5205,1.86,5.272,HD 206826,6,0.1519,0.1601,0.1558,0.0028,1.79,3326.9,5169.5,1981-06-09,1981-06-22,HD 206826,326.035,28.7432,A,5.12,4.638,730277,107310
3.117249,326.0357402980000,28.7426268696000,0.006,0.005,0,1801210568415251072,326.03700237882,0.1724,28.74159780801,0.1493,45.2207,0.2383,257.012,0.350,-239.009,0.388,0,2.78520e+08,7.06415e+05,4.576226,1.57700e+08,1.20207e+06,4.856810,1.61919e+08,1.04612e+06,4.238678,0.618132,,,6406.05,1.0590,0.5205,1.86,5.272,HD 206826,3,0.1543,0.155,0.1545,4.0E-4,0.26,6512.6,6633.8,1982-08-03,1982-08-03,HD 206826,326.035,28.7432,A,5.12,4.638,730277,107310
0.053429,326.1278961110000,17.3500143698000,0.007,0.006,90,1773880252696630784,326.12793810678,0.2239,17.34997187966,0.2244,3.5183,0.2634,9.310,0.424,-9.869,0.396,0,4.92303e+08,2.00920e+06,3.957785,1.98544e+08,4.81113e+05,4.606747,3.62550e+08,1.62212e+06,3.363500,1.243247,-22.47,0.23,4765.50,,,62.93,1840.170,HD 206859,3,0.1968,0.2112,0.2041,0.0072,3.53,2722.1,2738.9,1982-07-14,1982-07-14,HD 206859,326.1279,17.35,A,5.49,4.332,905756,107348
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,9,0.3342,0.3526,0.3441,0.0069,2.01,0.0,0.0,1966-05-30,1966-10-25,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,9,0.3126,0.3507,0.3352,0.0128,3.81,0.0,0.0,1967-06-25,1967-08-20,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,12,0.3111,0.3603,0.3381,0.013,3.84,0.0,0.0,1968-06-04,1968-11-07,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,14,0.3093,0.3657,0.3388,0.0194,5.73,0.0,0.0,1969-07-02,1969-10-25,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,16,0.3066,0.3475,0.3217,0.0102,3.17,0.0,0.0,1970-06-23,1970-11-22,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,16,0.3041,0.3346,0.3201,0.0081,2.52,0.0,0.0,1971-06-11,1971-11-09,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,17,0.3096,0.3396,0.3246,0.008,2.46,0.0,0.0,1972-06-19,1972-11-23,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,13,0.3069,0.3543,0.331,0.0136,4.11,0.0,0.0,1973-07-21,1973-10-06,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,17,0.307,0.341,0.323,0.0107,3.32,0.0,0.0,1974-06-10,1974-10-30,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,19,0.3053,0.3352,0.3209,0.0081,2.52,0.0,0.0,1975-06-27,1975-11-16,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,12,0.2907,0.3194,0.3062,0.0089,2.92,0.0,0.0,1976-06-11,1976-11-30,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,13,0.2981,0.3311,0.3123,0.0118,3.77,16029.7,11326.7,1977-06-02,1977-09-29,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,7,0.3014,0.359,0.3291,0.0214,6.5,1074.1,13337.3,1978-06-05,1978-10-26,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,10,0.3218,0.3469,0.3351,0.0072,2.15,8013.3,14534.3,1979-05-11,1979-11-24,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,237,0.2954,0.343,0.3179,0.009,2.85,2233.5,3104.2,1980-07-03,1980-11-23,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,261,0.2794,0.3355,0.3052,0.0108,3.53,1890.1,3174.1,1981-06-20,1981-11-12,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,264,0.2774,0.3464,0.3153,0.0119,3.78,2004.8,3127.8,1982-05-22,1982-11-04,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
2.105484,326.1305415560000,14.7719395364000,0.002,0.002,90,1772187382746856320,326.13157051887,0.0507,14.77145243610,0.0523,55.1631,0.0608,231.086,0.103,-113.134,0.099,0,8.93289e+07,1.08847e+05,5.810886,4.83884e+07,3.35532e+05,6.139535,5.70001e+07,1.49778e+05,5.372231,0.767305,-17.18,0.17,5955.00,0.0600,0.0300,1.01,1.149,HD 206860,6,0.3274,0.3519,0.3439,0.0091,2.65,3864.0,4635.3,1983-05-23,1983-05-24,HD 206860,326.13,14.7722,A,6.557,5.953,993573,107350
1.452652,325.4804611950000,71.3114607011000,0.006,0.005,90,2272649822619848064,325.48195445905,0.1899,71.31186001742,0.1694,17.6830,0.1814,111.130,0.381,92.743,0.330,1,3.96281e+08,1.33158e+06,4.193358,1.64246e+08,2.97719e+05,4.812650,2.94236e+08,9.69736e+05,3.590180,1.222470,-38.47,0.14,4639.75,0.0410,0.0253,12.09,61.015,HD 206952,3,0.0953,0.1042,0.1,0.0045,4.48,1384.2,1473.9,1982-08-02,1982-08-02,HD 206952,325.4795,71.3112,A,5.657,4.533,58710,107119
0.098927,326.5181811650000,22.9488786853000,0.004,0.003,90,1794238260239888768,326.51822027916,0.1376,22.94886850029,0.1415,2.4078,0.1766,8.365,0.230,-2.366,0.224,0,2.24828e+08,8.33722e+05,4.808737,8.25788e+07,1.64846e+05,5.559217,1.87174e+08,1.35843e+06,4.081304,1.477913,-10.14,0.20,4324.04,,,82.14,2125.076,HD 207089,6,0.2714,0.337,0.3024,0.0286,9.47,1334.7,1414.3,1982-07-24,1982-08-11,HD 207089,326.5182,22.9489,A,6.665,5.272,821225,107472
1.635413,326.5997895310000,25.5635065470000,0.001,0.001,90,1799257977499194752,326.60057116062,0.0197,25.56373834566,0.0337,8.2785,0.0373,163.769,0.065,53.837,0.065,0,8.16983e+07,4.89539e+04,5.907834,3.31361e+07,2.88968e+04,6.550634,6.73815e+07,9.35901e+04,5.190568,1.360066,-47.50,0.13,4554.32,0.5040,0.2177,12.36,59.175,HD 207134,3,0.0991,0.1138,0.1062,0.0074,6.94,296.0,321.1,1982-08-03,1982-08-03,HD 207134,326.5993,25.5634,A,7.513,6.279,730485,107502
4.888916,327.3009644070000,5.7228659998200,0.002,0.001,0,2700084315081609344,327.30330980022,0.0365,5.72274995368,0.0495,44.3284,0.0461,542.026,0.083,-26.954,0.104,0,8.88083e+06,3.40018e+03,8.317231,3.82202e+06,5.48227e+03,8.895656,7.09527e+06,1.38345e+04,7.634498,1.261158,-10.92,0.31,4797.92,0.1487,0.0808,0.66,0.207,HD 207491,2,0.3758,0.4043,0.3901,0.0202,5.17,416.0,793.9,1978-07-16,1978-10-26,HD 207491,327.2996,5.7229,A,9.738,8.662,1087003,
2.993589,327.9143088710000,0.8494067352850,0.003,0.002,0,2681306546265329920,327.91574753127,0.0981,0.84909386807,0.1533,26.4309,0.0663,334.108,0.141,-72.667,0.217,0,8.26128e+06,5.53819e+03,8.395748,4.02598e+06,6.83317e+03,8.839210,5.86970e+06,1.88115e+04,7.840381,0.998829,-29.08,0.29,5328.25,0.0600,0.0273,0.82,0.487,HD 207795,2,0.2219,0.2279,0.2249,0.0042,1.89,397.8,837.9,1978-07-16,1978-10-26,HD 207795,327.9135,0.8496,A,9.427,8.594,1178494,107895
0.227096,327.7157223120000,32.6714397786000,0.001,0.001,0,1946254160920472320,327.71577866219,0.0188,32.67141166314,0.0303,3.5990,0.0387,11.017,0.050,-6.530,0.070,0,1.18997e+07,2.75868e+03,7.999529,5.08618e+06,4.43617e+03,8.585409,9.57820e+06,7.52439e+03,7.308710,1.276699,-14.63,0.13,4773.27,0.2830,0.1075,9.52,42.412,HD 207804,3,0.2146,0.2424,0.2274,0.014,6.17,206.5,212.5,1982-08-05,1982-08-05,HD 207804,327.7157,32.6715,A,9.354,8.293,637034,107840
2.594683,328.3240408380000,-13.5517722823000,0.004,0.004,0,6840706910418152320,328.32541879773,0.1596,-13.55171435207,0.1647,36.9539,0.1746,311.132,0.270,13.456,0.279,0,1.95772e+08,4.70345e+05,4.958987,1.15473e+08,4.42479e+05,5.195186,1.04500e+08,1.08990e+06,4.714134,0.481052,,,6811.00,0.6660,0.3410,1.69,5.551,HD 207958,1,0.1427,0.1427,0.1427,0.0,0.0,18420.6,18420.6,1978-08-30,1978-08-30,HD 207958,328.3233,-13.5518,A,5.473,5.079,1423701,108036
2.594683,328.3240408380000,-13.5517722823000,0.004,0.004,0,6840706910418152320,328.32541879773,0.1596,-13.55171435207,0.1647,36.9539,0.1746,311.132,0.270,13.456,0.279,0,1.95772e+08,4.70345e+05,4.958987,1.15473e+08,4.42479e+05,5.195186,1.04500e+08,1.08990e+06,4.714134,0.481052,,,6811.00,0.6660,0.3410,1.69,5.551,HD 207958,6,0.2532,0.259,0.2562,0.0024,0.93,7921.8,7956.9,1981-06-23,1981-07-20,HD 207958,328.3233,-13.5518,A,5.473,5.079,1423701,108036
2.988747,327.9705500290000,42.3438761144000,0.001,0.001,0,1960631100090155008,327.96954123701,0.0254,42.34255627405,0.0314,33.6172,0.0401,-173.177,0.054,-306.549,0.062,0,1.65316e+07,3.16035e+03,7.642576,8.32659e+06,6.62478e+03,8.050220,1.14383e+07,1.59817e+04,7.116015,0.934205,-25.14,0.17,5464.50,0.0905,0.0393,0.86,0.593,HD 207966,4,0.1601,0.2305,0.1958,0.0316,16.12,629.6,1022.8,1978-06-06,1978-09-28,HD 207966,327.9711,42.3446,A,8.613,7.828,443069,107920
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,8,0.1455,0.1568,0.1505,0.0034,2.23,0.0,0.0,1966-08-01,1966-10-25,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,13,0.1473,0.1582,0.1525,0.0028,1.84,0.0,0.0,1967-06-25,1967-11-23,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,14,0.1495,0.1602,0.1542,0.0031,1.99,0.0,0.0,1968-07-08,1968-11-10,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,15,0.1496,0.1582,0.1537,0.0023,1.52,0.0,0.0,1969-07-03,1969-10-25,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,19,0.1484,0.1558,0.1526,0.0018,1.19,0.0,0.0,1970-06-23,1970-12-15,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,17,0.1504,0.1592,0.1535,0.0025,1.61,0.0,0.0,1971-06-11,1971-11-09,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,13,0.15,0.1589,0.1543,0.0026,1.67,0.0,0.0,1972-06-19,1972-10-28,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,12,0.1492,0.1581,0.1542,0.0032,2.05,0.0,0.0,1973-07-21,1973-10-06,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,18,0.1488,0.1581,0.1546,0.0023,1.5,0.0,0.0,1974-06-10,1974-10-30,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,16,0.1491,0.1584,0.1543,0.0028,1.81,0.0,0.0,1975-07-20,1975-11-16,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,10,0.1526,0.1623,0.1557,0.0028,1.8,0.0,0.0,1976-07-14,1976-11-29,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,14,0.1474,0.1585,0.1529,0.0035,2.31,17832.0,13945.2,1977-06-02,1977-09-29,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,15,0.1452,0.1585,0.1518,0.0038,2.52,3031.8,20282.1,1978-06-04,1978-11-15,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
0.733640,328.1246529450000,28.7935421340000,0.004,0.003,0,1896396703077703936,328.12436266148,0.0698,28.79327671033,0.1100,36.8628,0.0971,-59.085,0.209,-61.647,0.246,0,1.33613e+08,2.53167e+05,5.373740,7.62856e+07,1.57831e+05,5.645282,7.83433e+07,2.31240e+05,5.026915,0.618367,19.13,0.18,6382.00,0.6175,0.3090,1.60,3.807,HD 207978,8,0.1509,0.158,0.1538,0.0023,1.51,9057.6,16177.3,1979-06-27,1979-11-13,HD 207978,328.1248,28.7937,A,5.965,5.524,731052,107975
